review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
nice app 👌,5,2025-04-12,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
why did this app is not screenshot,5,2025-04-12,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
it so good app,5,2025-04-12,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
the best app,3,2025-04-12,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
جميل,5,2025-04-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
"less network, specially to make fee for utility purpose",1,2025-04-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
nice,5,2025-04-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
simply for used,4,2025-04-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
wow keep up,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
good one,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best app.,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
everything is easy thank you cebe,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
ፈጣን ቀልጣፋ,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
good,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
ok,5,2025-04-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
ጎበዝ,5,2025-04-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
good app,5,2025-04-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
but this app says can't sync,5,2025-04-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_5
waw,5,2025-04-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
to slow,3,2025-04-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Transaction Performance,Topic_2
work on screen shot system,4,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
very very nice aplication,1,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Good,5,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
wonder full and it is easy to use,5,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
easy and reliable,2,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
good,5,2025-04-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
it is Very Useful app 👍,5,2025-04-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
very good,5,2025-04-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
perfect app,5,2025-04-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
I like it.,5,2025-04-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
bugs,3,2025-04-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_2
commerial Bank,5,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
Genat biru,2,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
🙏,5,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
it is good but it doesn't allow screen shot,4,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
the best one,5,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
bring back the screenshot feature.,1,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Feature Requests,Topic_3
Good!👍,3,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best app to experience him that to smooth transaction among the customers,1,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
good,5,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,User Interface & Experience,Topic_2
easy to use,5,2025-04-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,"Account Access Issues, User Interface & Experience",Topic_1
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Transaction Performance,Topic_3
cool ❤,4,2025-04-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Best app,5,2025-04-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
great app,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
best banking App,4,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
satisfied,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
this app is very necessary app many people found it,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_2
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
excellent,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
perfect,5,2025-04-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
thankyou,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_2
I Like it,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
ok,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Feature Requests,Topic_3
smart app,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
isin ga'a,2,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
easy to use,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
it's great,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
very good app and stars faction with work,5,2025-04-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
It is excelent,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Smart,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
very interesting app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
i like it,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Excellent🙏app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
the most useful,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Easy to use,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_2
Excellent !!!,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
always we relay on,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
it's need more improvement like Tellbirr.,4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
goode app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_5
a very nice app.👍👍👍,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
safe easy & fast,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
perfect,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
it's good app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
nice,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
good app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_3
ጥሩ ነው,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
good,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
suitable app,4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,User Interface & Experience,Topic_1
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Good,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
nice app,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
best transaction method of financial,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
It literarily don't work at all,4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
good give us plus,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,"Transaction Performance, Feature Requests",Topic_5
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Transaction Performance,Topic_3
Tnc Cbe,5,2025-04-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
great apps,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
Excellent,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Great app!,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
nice,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
CBE,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
very good 👍 👏,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
great when it works,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"the app is very good, but why screenshots is impossible?",5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
excellent match application,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
very good,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best app,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
The Best app😍😍😍,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
excellent app,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
easy to use and user friendly,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
good,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
very nice,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
well software,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
CBE very good apps,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
best app,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
excellent service,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Customer Support,Topic_1
it's best,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_5
Amazing app,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
our legitimate bank,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
very good and safe for me!,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
it is best bank,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
"very good, but sometimes....",4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Why not allowed to pay for fuel?,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_4
good job,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
nice,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
ቆንጆ ነው,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Great version,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
excellent,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Good and easy to use,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
nice app and fast money transfer,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Transaction Performance,Topic_5
Really automated...,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
excellent,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
good,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
good App,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
bek betam kelal,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_2
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
"very good, keep it up",5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
there is some issue the process it delay,3,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_4
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
nice,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
interesting,3,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
very good,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
good,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
simple&fast!!!,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
best app,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
great,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
it is very good app,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Very God thanks,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
The sum is good.,3,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best of bests,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
am happy thank you CBE🫡,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
good,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
good,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
it's very nice 👍.,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
👍,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
nice,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Transaction Performance,Topic_2
Very good,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
halan garidhaa cbe,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
best apps for useing,5,2025-03-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
like it,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
good,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_3
l love it,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_4
good,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Good,5,2025-03-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
in this update why screenshoot is disabled now it's not working,1,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
good,5,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
Excellent but needed upgrading!,5,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Best app,5,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
goods app!! pleace update this apps??,4,2025-03-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_2
wow,5,2025-03-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
Fantastic app! I appreciate it very much,5,2025-03-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
Convenient app,5,2025-03-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Transaction Performance,Topic_5
Good,5,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Transaction Performance,Topic_3
why why u remove screen shoot😡😡,2,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_3
good,5,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_3
very nice one,5,2025-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
good application,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
problem solver and the best fast app,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
nice,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Feature Requests,Topic_3
ok,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
you must added dark mode options ❗,3,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Feature Requests,Topic_2
good,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Thank you,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_3
cbe,5,2025-03-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
ممتاز جدا جدا,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
